ordinal,source_id,name,slug,category,type,rarity,expansion,color,cost_dex,cost_int,cost_str,cost_holy,cost_neutral,cost_dexint,cost_dexstr,cost_intstr,cost_blood,observed_terms,okf_path
480,612128,Dark Halo,dark-halo,Enchantment,Utility,Uncommon,Eclypse,Purple,0,0,0,0,0,0,0,1,1,Anger; Corrupted; HEALTH; Memorized,cards/0480-dark-halo-612128.okf.md
481,666962,Dark Harvest,dark-harvest,Action,Corruption,Rare,Eclypse,Orange,0,0,0,0,0,0,1,0,2,Effigy; Maximum HEALTH; myMaxHealth/20; Requires; Souls,cards/0481-dark-harvest-666962.okf.md
482,633848,Dark Hunt,dark-hunt,Action,Utility,Common,Catalyst,Orange,0,0,0,0,0,0,1,0,1,Critical Hit; Darkness; Ferocity; Melee Action; While,cards/0482-dark-hunt-633848.okf.md
483,458928,Dark Inquiry,dark-inquiry,Action,Corruption,Common,Metamorphosis,Blue,0,0,0,0,0,0,0,0,1,Corrupted; Foretell; foretell+3; HEALTH; Scholar,cards/0483-dark-inquiry-458928.okf.md
484,978149,Dark Mirror Vial,dark-mirror-vial,Item,Utility,Legendary,Eclypse,Brown,0,0,0,0,1,0,0,0,0,Create; Cursed; Defiled; One Use,cards/0484-dark-mirror-vial-978149.okf.md
485,589052,Dark Omen,dark-omen,Action,Utility,Legendary,Catalyst,Aqua,0,0,0,0,0,1,0,0,0,Doom; Gain Darkness; Inflict,cards/0485-dark-omen-589052.okf.md
486,812054,Dark Power,dark-power,Action,Utility,Common,Metamorphosis,Blue,0,1,0,0,0,0,0,0,0,Add; Gain INT; INT; Malignance,cards/0486-dark-power-812054.okf.md
487,177094,Dark Renewal,dark-renewal,Action,Corruption,Uncommon,Eclypse,Purple,0,0,0,0,0,0,0,1,0,Charges; Defiled; Destroy,cards/0487-dark-renewal-177094.okf.md
488,470031,Dark Revenance,dark-revenance,Artifact,Utility,Legendary,Catalyst,Orange,0,0,0,0,0,0,0,0,3,Darkness; Health; Undead,cards/0488-dark-revenance-470031.okf.md
489,719499,Dark Spire,dark-spire,Basic Attack,Magic,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,actionsPlayed; Add; Corruption; corruptionsInHand; Flow; Malignance; Repeat,cards/0489-dark-spire-719499.okf.md
490,41020025,Dark Starfall,dark-starfall,Enchantment,Corruption,Rare,Core Extended,Aqua,0,0,0,0,0,2,0,0,0,Conjure; Doom; Stardart; Stardarts; Turn,cards/0490-dark-starfall-41020025.okf.md
491,242026,Dark Urge,dark-urge,Action,Corruption,Common,Eclypse,Purple,0,0,0,0,0,0,0,2,0,Anger; Defiled; VOID,cards/0491-dark-urge-242026.okf.md
492,511353,Dark Whispers,dark-whispers,Action,Utility,Uncommon,Metamorphosis,Blue,0,0,0,0,0,0,0,0,1,Add; Corrupted; Forbidden; Fruit; Gain INT,cards/0492-dark-whispers-511353.okf.md
493,2725,Darksteel Ammo,darksteel-ammo,Action,Utility,Uncommon,Infinitum,Red,0,0,0,0,1,0,0,0,0,Armor; my(status)Armor; Ranged Actions,cards/0493-darksteel-ammo-2725.okf.md
494,731473,Dash,dash,Action,Utility,Common,Core,Green,1,0,0,0,0,0,0,0,0,Ambush; DEX; Evasion; Gain DEX,cards/0494-dash-731473.okf.md
495,619533,Deadeye Rounds,deadeye-rounds,Action,Utility,Legendary,Catalyst,Orange,0,0,0,0,0,0,1,0,0,Ranged Actions; Reload; Turn,cards/0495-deadeye-rounds-619533.okf.md
496,323518,Deadly Dance,deadly-dance,Enchantment,Utility,Rare,Eclypse,Aqua,0,0,0,0,0,1,0,0,0,Evade; Focus; my(status)Focus,cards/0496-deadly-dance-323518.okf.md
497,510383,Deadly Effigy,deadly-effigy,Summon,Corruption,Legendary,None,None,0,0,0,0,0,0,0,0,0,Blessings; Enchantments; Slain,cards/0497-deadly-effigy-510383.okf.md
498,897150,Death Snap,death-snap,Action,Utility,Uncommon,Synthesis,Orange,0,0,0,0,0,0,1,0,0,Advantage; Bleeding; Marked; Your Companion,cards/0498-death-snap-897150.okf.md
499,116721,Deathblow,deathblow,Action,Melee,Rare,Core Extended,Red,0,0,3,0,0,0,0,0,0,Free; HEALTH; On Draw,cards/0499-deathblow-116721.okf.md
500,813712,Deathwish,deathwish,Action,Utility,Uncommon,Eclypse,Red,0,0,1,0,0,0,0,0,0,Critical Hits; Take,cards/0500-deathwish-813712.okf.md
501,140835,Decommission,decommission,Action,Melee,Rare,Synthesis,Purple,0,0,0,0,0,0,0,2,0,allDurability; allDurability+6; Durability; Equipment; Execute,cards/0501-decommission-140835.okf.md
502,951681,Dedication,dedication,Action,Divine,Rare,Metaprogress,Purple,0,0,0,0,0,0,0,1,0,Ascend; Bury; Charges; Deplete; HOLY,cards/0502-dedication-951681.okf.md
503,814539,Deep Faith,deep-faith,Action,Divine,Uncommon,Metamorphosis,Purple,0,0,0,0,0,0,0,1,0,Add; Blessings; Firecast; HOLY,cards/0503-deep-faith-814539.okf.md
504,278123,Deep Prayer,deep-prayer,Enchantment,Utility,Rare,Synthesis,Gold,0,0,0,1,0,0,0,0,0,Burning; Charmed; HOLY Unique,cards/0504-deep-prayer-278123.okf.md
505,47624,Deep Study,deep-study,Action,Utility,Rare,Eclypse,Aqua,0,0,0,0,0,2,0,0,0,Memorized; Repeat,cards/0505-deep-study-47624.okf.md
506,570856,Deep Wound,deep-wound,Enchantment,Corruption,Rare,None,Red,0,0,0,0,0,0,0,0,0,Bleeding; Deep Wound; Deep Wounds; enchantmentStacks,cards/0506-deep-wound-570856.okf.md
507,768160,Defensive Strike,defensive-strike,Action,Melee,Uncommon,Core,Red,0,0,1,0,1,0,0,0,0,Gain Armor,cards/0507-defensive-strike-768160.okf.md
508,582595,Deflect,deflect,Action,Utility,Common,Synthesis,Green,0,0,0,0,0,0,0,0,0,Charges; Resilience,cards/0508-deflect-582595.okf.md
509,239126,Defy Death,defy-death,Action,Utility,Legendary,Infinitum,Red,0,0,1,0,0,0,0,0,0,Armor; HEALTH; One Use,cards/0509-defy-death-239126.okf.md
510,566704,Deific Larceny,deific-larceny,Action,Utility,Rare,Catalyst,Green,1,0,0,0,0,0,0,0,0,Conjure; HOLY,cards/0510-deific-larceny-566704.okf.md
511,190526,Deification,deification,Action,Divine,Legendary,Metamorphosis,Purple,0,0,0,0,0,0,0,1,0,Ascend; Bury; Charges; HOLY,cards/0511-deification-190526.okf.md
512,793614,Delay,delay,Action,Utility,Uncommon,Infinitum,Blue,0,1,0,0,0,0,0,0,0,Inflict; Jinxed,cards/0512-delay-793614.okf.md
513,207505,Demolition,demolition,Action,Utility,Uncommon,Infinitum,Red,0,0,1,0,0,0,0,0,0,Bomb; Charges; Delve,cards/0513-demolition-207505.okf.md
514,683451,Demon Claws,demon-claws,Basic Attack,Melee,Legendary,Metaprogress,Black,0,0,0,0,0,0,0,0,1,Add; Lifedrain; On Hit; Terror,cards/0514-demon-claws-683451.okf.md
515,128185,Demon's Tail,demon-s-tail,Ingredient,Corruption,Common,Eclypse,Red,0,0,0,0,0,0,0,0,1,Critical Hit; Fury; Garnish; One Use; Shuffle,cards/0515-demon-s-tail-128185.okf.md
516,730065,Demonform I,demonform-i,Form,Corruption,Legendary,Eclypse,Purple,0,0,0,0,0,0,0,0,0,Actions; BLOOD; Convert; defiled; VOID,cards/0516-demonform-i-730065.okf.md
517,44365,Demonform II,demonform-ii,Form,Corruption,Legendary,Eclypse,Purple,0,0,0,0,0,0,0,0,0,HEALTH; myCurrentHealth,cards/0517-demonform-ii-44365.okf.md
518,790658,Demonform III,demonform-iii,Form,Corruption,Legendary,Eclypse,Purple,0,0,0,0,0,0,0,0,0,Conjure; Control; End; Fight; Lifedrain; LOSE YOUR; SOUL; Turn,cards/0518-demonform-iii-790658.okf.md
519,513859,Demonology,demonology,Action,Utility,Rare,Metamorphosis,Blue,0,1,0,0,0,0,0,0,0,BLOOD; Convert; Corrupted,cards/0519-demonology-513859.okf.md
520,307633,Dervish,dervish,Action,Utility,Common,Eclypse,Aqua,0,0,0,0,0,2,0,0,0,Basic Attack; Make; Momentum; my(status)Momentum; Repeat,cards/0520-dervish-307633.okf.md
521,81167,Desert Rush,desert-rush,Action,Utility,Common,Eclypse,Aqua,0,0,0,0,0,1,0,0,0,Agile; Foretell; foretell+3; Foretold; Free; Momentum,cards/0521-desert-rush-81167.okf.md
522,374538,Desert Veil,desert-veil,Action,Utility,Legendary,Eclypse,Aqua,0,0,0,0,0,1,0,0,0,Swiftness,cards/0522-desert-veil-374538.okf.md
523,950932,Determination,determination,Enchantment,Utility,Uncommon,Core Extended,Red,0,0,2,0,0,0,0,0,0,Also; Anger; Frenzy; Melee; STR,cards/0523-determination-950932.okf.md
524,891840,Devoted Strike,devoted-strike,Action,Melee,Common,Core,Gold,0,0,0,0,1,0,0,0,0,Gain HOLY; HOLY; On Hit,cards/0524-devoted-strike-891840.okf.md
525,498950,Devour Vitality,devour-vitality,Action,Melee,Rare,Core Extended,Orange,0,0,0,0,0,0,2,0,1,Execute; Maximum HEALTH; otherMaxHealth,cards/0525-devour-vitality-498950.okf.md
526,566832,Diamond Potion,diamond-potion,Item,Utility,Uncommon,Core,Brown,0,0,0,0,0,0,0,0,0,Impervious; One Use,cards/0526-diamond-potion-566832.okf.md
527,172429,Diligence,diligence,Action,Divine,Rare,Core,Gold,0,0,0,0,0,0,0,0,0,Gain HOLY,cards/0527-diligence-172429.okf.md
528,610550,Direction,direction,Action,Divine,Common,Synthesis,Gold,0,0,0,0,1,0,0,0,0,Gain HOLY; Your Companion,cards/0528-direction-610550.okf.md
529,229359,Disguise Self,disguise-self,Action,Utility,Rare,Core Extended,Blue,0,2,0,0,0,0,0,0,0,Channel; Monster Card; Pacified,cards/0529-disguise-self-229359.okf.md
530,523265,Dispel Magic,dispel-magic,Action,Magic,Uncommon,Core,Blue,0,1,0,0,0,0,0,0,0,Blessings; Dispel,cards/0530-dispel-magic-523265.okf.md
531,486087,Distraction,distraction,Action,Utility,Common,Metaprogress,Green,1,0,0,0,0,0,0,0,0,Add; Ambush; Corruption; enemyCorruptions; Glimmer; HEALTH,cards/0531-distraction-486087.okf.md
532,558429,Dividing Strike,dividing-strike,Action,Melee,Uncommon,Metamorphosis,Red,0,0,1,0,0,0,0,0,0,Charges; Deep Wound; EVEN; HEALTH; On Hit,cards/0532-dividing-strike-558429.okf.md
533,415368,Divine Arsenal,divine-arsenal,Action,Utility,Common,Metamorphosis,Red,0,0,0,0,1,0,0,0,0,Add; Battlespear; Memorized,cards/0533-divine-arsenal-415368.okf.md
534,808019,Divine Bulwark,divine-bulwark,Action,Divine,Rare,Catalyst,Gold,0,0,0,1,0,0,0,0,0,Barrier; Zeal,cards/0534-divine-bulwark-808019.okf.md
535,395987,Divine Focus,divine-focus,Item,Divine,Legendary,Infinitum,Purple,0,0,0,0,1,0,0,0,0,Gain HOLY; Holy Cards; While,cards/0535-divine-focus-395987.okf.md
536,682251,Divine Gilt,divine-gilt,Enchantment,Divine,Rare,Catalyst,Green,1,0,0,0,0,0,0,0,0,HOLY; Lucky Coin,cards/0536-divine-gilt-682251.okf.md
537,652247,Divine Inspiration,divine-inspiration,Action,Utility,Common,Metamorphosis,Purple,0,0,0,0,0,0,0,1,0,Delve; Divine,cards/0537-divine-inspiration-652247.okf.md
538,547110,Divine Lashings,divine-lashings,Action,Divine,Uncommon,Infinitum,Gold,0,0,0,2,0,0,0,0,0,my(status)Zeal; Take; Zeal,cards/0538-divine-lashings-547110.okf.md
539,820079,Divine Power,divine-power,Action,Divine,Legendary,Eclypse,Gold,0,0,0,1,0,0,0,0,0,Charges; Gain Anger; Gain Oathbound; HOLY; Rally; Scars; scars,cards/0539-divine-power-820079.okf.md
540,99996,Diving Strike,diving-strike,Action,Melee,Rare,Eclypse,Aqua,0,0,0,0,0,1,0,0,0,Conjure; On Hit; Scorpion Strike,cards/0540-diving-strike-99996.okf.md
541,256297,Divinity,divinity,Action,Utility,Legendary,None,Monster,0,0,0,0,1,0,0,0,0,HEALTH; Interrupt; Maximum Health,cards/0541-divinity-256297.okf.md
542,2562970,Divinity,divinity,Action,Utility,Legendary,None,Monster,0,0,0,0,1,0,0,0,0,HEALTH; Interrupt; Maximum Health,cards/0542-divinity-2562970.okf.md
543,649341,Donation,donation,Action,Utility,Uncommon,Catalyst,Green,1,0,0,0,0,0,0,0,0,Conjure; Gain HOLY; Lucky Coin; s; Synergy; tempValue+1,cards/0543-donation-649341.okf.md
544,591347,Doomsay,doomsay,Action,Utility,Legendary,Infinitum,Aqua,0,0,0,0,0,1,0,0,0,Add; Foretold; tempValue; Terror,cards/0544-doomsay-591347.okf.md
545,846149,Double Barreled,double-barreled,Enchantment,Utility,Rare,Infinitum,Red,0,0,1,0,0,0,0,0,0,Ammo,cards/0545-double-barreled-846149.okf.md
546,938383,Double Nock,double-nock,Enchantment,Utility,Legendary,Catalyst,Green,4,0,0,0,0,0,0,0,0,Arrows; Coins; DEX; Echo; Ranged Action; Reduce,cards/0546-double-nock-938383.okf.md
547,874975,Double Tap,double-tap,Action,Ranged,Common,Eclypse,Green,2,0,0,0,0,0,0,0,0,Ambush; Gain Ferocity,cards/0547-double-tap-874975.okf.md
548,115745,Double Up,double-up,Action,Utility,Rare,Synthesis,Aqua,0,0,0,0,0,1,0,0,0,,cards/0548-double-up-115745.okf.md
549,816828,Dragon Breath,dragon-breath,Action,Magic,Uncommon,Metamorphosis,Aqua,0,0,0,0,0,2,0,0,0,Barrier; Inflict Burning; Persistent; tempValue+1,cards/0549-dragon-breath-816828.okf.md
550,27912,Dragon Claws,dragon-claws,Basic Attack,Melee,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,,cards/0550-dragon-claws-27912.okf.md
551,310527,Dragon Kick,dragon-kick,Action,Melee,Common,Metamorphosis,Aqua,0,0,0,0,0,1,0,0,0,Inflict; Persistent; Shocked; tempValue,cards/0551-dragon-kick-310527.okf.md
552,199989,Dragon Mind,dragon-mind,Action,Utility,Uncommon,Metamorphosis,Aqua,0,0,0,0,0,1,0,0,0,Focus; Persistent; tempValue; Turn,cards/0552-dragon-mind-199989.okf.md
553,281673,Dragon Punch,dragon-punch,Action,Melee,Common,Metamorphosis,Aqua,0,0,0,0,0,1,0,0,0,Focus; Increase; Persistent; tempValue; Turn,cards/0553-dragon-punch-281673.okf.md
554,581109,Dragon Scales,dragon-scales,Action,Utility,Uncommon,Core Extended,Aqua,0,0,0,0,0,1,0,0,0,Armor; Increase; Persistent; Reflect; tempValue+3; Turn,cards/0554-dragon-scales-581109.okf.md
555,609986,Dragon Wraps,dragon-wraps,Basic Attack,Melee,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,Add; Persistent; tempValue; Turn,cards/0555-dragon-wraps-609986.okf.md
556,180367,Dragonslayer,dragonslayer,Action,Melee,Rare,Catalyst,Red,0,0,2,0,0,0,0,0,0,Maximum HEALTH,cards/0556-dragonslayer-180367.okf.md
557,192792,Drain (Companion),drain-companion,Action,Magic,Legendary,Synthesis,Orange,0,0,0,0,3,0,0,0,0,Advantage; companionlevel+3; Lifedrain,cards/0557-drain-companion-192792.okf.md
558,21768,Drain Health,drain-health,Action,Magic,Common,Metamorphosis,Blue,0,1,0,0,0,0,0,0,0,Can; Corrupted; Lifedrain,cards/0558-drain-health-21768.okf.md
559,652534,Drain Soul,drain-soul,Action,Corruption,Rare,Eclypse,Blue,0,2,0,0,0,0,0,0,0,Affliction; Deals; Defiled; Lifedrain; otherAfflictions,cards/0559-drain-soul-652534.okf.md
560,920590,Drain Strength,drain-strength,Action,Magic,Common,Eclypse,Blue,0,1,0,0,0,0,0,0,0,Anger; Inflict; Weakness,cards/0560-drain-strength-920590.okf.md
561,835873,Draining,draining,Adaptation,Utility,Common,None,Aqua,0,0,0,0,0,0,0,0,0,Echoing Lifedrain,cards/0561-draining-835873.okf.md
562,41020040,Drake Familiar,drake-familiar,Equipment,Utility,Common,Core Extended,Blue,0,1,0,0,0,0,0,0,0,Activate; Attune; Deplete; Drake; Durability; Summon,cards/0562-drake-familiar-41020040.okf.md
563,415692,Drakkan,drakkan,Basic Attack,Melee,Legendary,Infinitum,Brown,0,0,0,0,2,0,0,0,0,Execute; Hex; Inflict; On Hit; Upgrade,cards/0563-drakkan-415692.okf.md
564,471295,Draw,draw,Action,Utility,Common,None,Blue,0,0,0,0,0,0,0,0,0,,cards/0564-draw-471295.okf.md
565,72449,Draw Blood,draw-blood,Action,Utility,Common,Synthesis,Orange,0,0,0,0,0,0,1,0,0,Bleeding; damageBonus+2; Flanking; Inflict; Upgradeable,cards/0565-draw-blood-72449.okf.md
566,725677,Draw Yantra,draw-yantra,Action,Utility,Rare,Synthesis,Aqua,0,0,0,0,0,1,0,0,0,Conjure; Delve; Mantra; Scholar,cards/0566-draw-yantra-725677.okf.md
567,145333,Dressed to Kill,dressed-to-kill,Enchantment,Utility,Rare,Metamorphosis,Green,2,0,0,0,0,0,0,0,0,Charmed; Poison,cards/0567-dressed-to-kill-145333.okf.md
568,32291,Drinking Shanty,drinking-shanty,Conjuration,Utility,Common,None,Green,0,0,0,0,0,0,0,0,0,Conjure; Perform; Potion,cards/0568-drinking-shanty-32291.okf.md
569,175984,Drowning,drowning,Enchantment,Utility,Uncommon,None,Blue,0,0,0,0,3,0,0,0,0,Drowning; Frozen,cards/0569-drowning-175984.okf.md
570,193023,Duel Mastery,duel-mastery,Enchantment,Utility,Rare,Metamorphosis,Red,0,0,2,0,0,0,0,0,0,Basic Attacks; Deep Wound,cards/0570-duel-mastery-193023.okf.md
571,639599,Duelist Contract,duelist-contract,Enchantment,Utility,Legendary,None,Orange,0,0,0,0,0,0,0,0,0,Execute; Upgrade,cards/0571-duelist-contract-639599.okf.md
572,540541,Dull Axe,dull-axe,Artifact,Melee,Common,Infinitum,Orange,0,0,0,0,0,0,2,0,0,Decapitator; Heavy; Majatome; permaValue; Rebound; Transform,cards/0572-dull-axe-540541.okf.md
573,251443,Dull Hammer,dull-hammer,Artifact,Melee,Common,Infinitum,Orange,0,0,0,0,0,0,1,0,0,Heavy; permaValue; Rebound; Thundering Might; Trancor; Transform,cards/0573-dull-hammer-251443.okf.md
574,411728,Duskblades,duskblades,Basic Attack,Melee,Common,Metaprogress,Black,0,0,0,0,0,0,0,0,1,Critical Hit; Darkness; Has,cards/0574-duskblades-411728.okf.md
575,782813,Earth Shuffle,earth-shuffle,Action,Utility,Rare,Catalyst,Red,0,0,1,0,0,0,0,0,0,Shuffle; Staggered,cards/0575-earth-shuffle-782813.okf.md
576,746584,Earthen Shield,earthen-shield,Action,Utility,Uncommon,Metaprogress,Red,0,0,2,0,0,0,0,0,0,Gain Resilience; Shuffle,cards/0576-earthen-shield-746584.okf.md
577,744130,Earthshock,earthshock,Action,Melee,Rare,Catalyst,Red,0,0,1,0,0,0,0,0,0,HEALTH; Inflict Stunned; Stagger,cards/0577-earthshock-744130.okf.md
578,560980,Ebb,ebb,Action,Utility,Rare,None,Aqua,0,0,0,0,0,0,0,0,0,Change; Ebb,cards/0578-ebb-560980.okf.md
579,217323,Echo Chamber,echo-chamber,Action,Utility,Legendary,Synthesis,Aqua,0,0,0,0,0,2,0,0,0,Create; Enchantment,cards/0579-echo-chamber-217323.okf.md
580,80396,Echoing Strike,echoing-strike,Action,Melee,Rare,Core,Red,0,0,1,0,0,0,0,0,0,lastDamage,cards/0580-echoing-strike-80396.okf.md
581,244657,Effigy,effigy,Enchantment,Corruption,Common,None,Orange,0,0,0,0,0,0,0,0,0,Any; Create; Maximum HEALTH; Pin; Turn,cards/0581-effigy-244657.okf.md
582,394752,Effortless Magic,effortless-magic,Action,Utility,Legendary,Infinitum,Blue,0,3,0,0,0,0,0,0,0,Cards,cards/0582-effortless-magic-394752.okf.md
583,498589,Eldermind Pendant,eldermind-pendant,Artifact,Utility,Legendary,Metamorphosis,Aqua,0,0,0,0,0,3,0,0,0,Dragon; Turn,cards/0583-eldermind-pendant-498589.okf.md
584,176872,Eldritch Binding,eldritch-binding,Action,Utility,Uncommon,Eclypse,Blue,0,1,0,0,0,0,0,0,1,Bane; Charges; Cursed; Inflict; Inflict Jinxed,cards/0584-eldritch-binding-176872.okf.md
585,11494,Eldritch Flame,eldritch-flame,Action,Magic,Common,Metamorphosis,Blue,0,3,0,0,0,0,0,0,0,Add; corruptionCards; Corruptions; Forbidden Fruit,cards/0585-eldritch-flame-11494.okf.md
586,609559,Eldritch Ritual,eldritch-ritual,Enchantment,Utility,Common,None,Purple,0,0,0,0,0,0,0,0,0,(areaSpecial)Eldritch Ritual; Araxx; Eldritch Ritual; Increases; Insanity; Xhev,cards/0586-eldritch-ritual-609559.okf.md
587,874090,Eldritch Ritual Listener,eldritch-ritual-listener,Enchantment,Utility,Common,None,Brown,0,0,0,0,0,0,0,0,0,(areaSpecial)Eldritch Ritual; Araxx; Eldritch Ritual; Increases; Insanity; Xhev,cards/0587-eldritch-ritual-listener-874090.okf.md
588,958893,Electroflare,electroflare,Action,Magic,Common,Core,Blue,0,1,0,0,0,0,0,0,0,Burning; Chain; Inflict,cards/0588-electroflare-958893.okf.md
589,78548,Electrosurge,electrosurge,Enchantment,Utility,Rare,Core,Blue,0,1,0,0,0,0,0,0,0,Chain,cards/0589-electrosurge-78548.okf.md
590,496482,Elegance,elegance,Enchantment,Utility,Legendary,Infinitum,Green,2,0,0,0,0,0,0,0,0,Evasion; Impervious; Performing,cards/0590-elegance-496482.okf.md
591,171560,Elemental Focus,elemental-focus,Enchantment,Utility,Rare,Catalyst,Blue,0,2,0,0,0,0,0,0,0,Attunement; Element; Magic Action,cards/0591-elemental-focus-171560.okf.md
592,979419,Elemental Power,elemental-power,Enchantment,Utility,Legendary,Catalyst,Blue,0,3,0,0,0,0,0,0,0,Attunement,cards/0592-elemental-power-979419.okf.md
593,73787,Elite Fireball,elite-fireball,Action,Magic,Legendary,Core,Blue,0,1,0,0,0,0,0,0,0,Inflict Burning; Lifedrain,cards/0593-elite-fireball-73787.okf.md
594,597870,Elite Frostbolt,elite-frostbolt,Action,Magic,Legendary,Core,Blue,0,1,0,0,0,0,0,0,0,Inflict Frozen; Lifedrain,cards/0594-elite-frostbolt-597870.okf.md
595,712602,Elite Lightning Bolt,elite-lightning-bolt,Action,Magic,Legendary,Core,Blue,0,1,0,0,0,0,0,0,0,Chain; Lifedrain,cards/0595-elite-lightning-bolt-712602.okf.md
596,224339,Elite Prayer,elite-prayer,Action,Divine,Legendary,None,Gold,0,0,0,0,1,0,0,0,0,Bury; Gain HOLY; HOLY,cards/0596-elite-prayer-224339.okf.md
597,655659,Elite Weaponry,elite-weaponry,Action,Utility,Legendary,Core,Red,0,0,1,0,0,0,0,0,0,Delve; Elite; One Use,cards/0597-elite-weaponry-655659.okf.md
598,169140,Emerald Prism,emerald-prism,Enchantment,Utility,Legendary,None,Green,1,0,0,0,0,0,0,0,0,Cards; DEX; enchantmentStacks; Ferocity,cards/0598-emerald-prism-169140.okf.md
599,239117,Encore!,encore,Action,Utility,Rare,None,Gold,0,0,0,0,0,0,0,0,0,GOLD; One Use; Perform,cards/0599-encore-239117.okf.md
600,273410,Energize,energize,Action,Utility,Legendary,Metamorphosis,Blue,0,1,0,0,0,0,0,0,0,Chain; INT; my(status)Chain; Take,cards/0600-energize-273410.okf.md
601,928259,Energy Infusion,energy-infusion,Enchantment,Utility,Rare,Core Extended,Green,2,0,0,0,0,0,0,0,0,allEnergy; Melee Actions,cards/0601-energy-infusion-928259.okf.md
602,764366,Energyshield,energyshield,Enchantment,Utility,Rare,Core Extended,Blue,0,3,0,0,0,0,0,0,0,Barrier,cards/0602-energyshield-764366.okf.md
603,113197,Enfeeble,enfeeble,Action,Corruption,Common,Eclypse,Orange,0,0,0,0,0,0,1,0,0,Inflict; Maximum HEALTH; otherMaxHealth/10; Weakness,cards/0603-enfeeble-113197.okf.md
604,680624,Enigma,enigma,Enchantment,Utility,Legendary,Catalyst,Aqua,0,0,0,0,0,2,0,0,0,ANY,cards/0604-enigma-680624.okf.md
605,294972,Enlighten,enlighten,Action,Utility,Rare,Eclypse,Aqua,0,0,0,0,0,1,0,0,0,Focus; my(status)Focus; Reduce; Repeat,cards/0605-enlighten-294972.okf.md
606,894829,Enrage,enrage,Action,Utility,Common,None,Red,0,0,0,0,0,0,0,0,1,Add; Anger; Fury,cards/0606-enrage-894829.okf.md
607,215128,Entrapment,entrapment,Action,Utility,Uncommon,Infinitum,Green,1,0,0,0,0,0,0,0,0,Add; Persistent; Snares; Synergy; tempValue,cards/0607-entrapment-215128.okf.md
608,830363,Envy,envy,Action,Corruption,Common,Core,Black,0,0,0,0,0,0,0,0,0,Anger; Unplayable,cards/0608-envy-830363.okf.md
609,697075,Essence of Life,essence-of-life,Action,Utility,Common,Core Extended,Orange,0,0,0,0,0,0,0,0,1,HEALTH; Heavy; One Use,cards/0609-essence-of-life-697075.okf.md
610,636716,Essence of Pain,essence-of-pain,Action,Utility,Common,Core Extended,Red,0,0,0,0,0,0,0,0,1,Anger; HEALTH; Heavy; One Use,cards/0610-essence-of-pain-636716.okf.md
611,984543,Essence of Vigor,essence-of-vigor,Action,Utility,Common,Core Extended,Green,0,0,0,0,0,0,0,0,1,DEX DEX; Gain DEX; HEALTH; Heavy; One Use,cards/0611-essence-of-vigor-984543.okf.md
612,638380,Essential Oils,essential-oils,Action,Utility,Legendary,Core Extended,Orange,0,0,0,0,0,0,1,0,0,Channel; Create; Potion; Potions,cards/0612-essential-oils-638380.okf.md
